objectid,id,nombre_est,rue,respaldo_i,origen_alt,url_ficha,altura,cod_com,uuid,longitud,latitud,altura
76,47,Terminal Concentrados,50510502,Resolución Exenta 01/1999,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=47,28,05105,5798c0ec-a22d-4923-a286-4c617b92994a,-71.48010772299995,-32.75109026599995,28
77,45,ARMAT,50510601,SSVQ Nro212 SAG Nro0105 12 de abril 2002,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=45,172,05801,5798c0ec-a22d-4923-a286-4c617b92994a,-71.42929245899995,-33.03910298499994,172
78,57,Las Gaviotas,50510304,"SSVQ Nro306 28 enero 2004
SSVQ Nro0207 SAG 408 23 julio 2002
SSVQ Nro50 SAG Nro0037 31 enero 2000",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=57,50,05107,5798c0ec-a22d-4923-a286-4c617b92994a,-71.48148140799998,-32.915616255999964,50
79,52,Valle Alegre,50510507,"SSVQ Nro2005 SAG 115 29 abril 1992
SSVQ Nro3474 SAG 206 23 julio 1992
SSVQ Nro 2161 18 julio 1995
SSVQ Nro53 SAG Nø0040 31 enero 2000
SSVQ Nro1924 29 agosto 2000
SSVQ Nro305 28",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=52,52,05107,5798c0ec-a22d-4923-a286-4c617b92994a,-71.48073969199999,-32.79693010799997,52
80,51,Sur,50510506,"SSVQ Nro2005 SAG 115 29 abril 199
SSVQ Nro3474 SAG 206 23 julio 1992
SSVQ Nro2161 18 julio 1995",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=51,52,05107,5798c0ec-a22d-4923-a286-4c617b92994a,-71.48073969199999,-32.79693010799997,52
81,157,Viña del Mar,0,"Res. Nº4300 ( EMRP) y Res. Nº4301 (EMRPG ), agosto de 2005",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=157,51,05109,5798c0ec-a22d-4923-a286-4c617b92994a,-71.55030980499998,-33.02027619399996,51
82,18,Los Andes,0,"Res Nº 549 EMRP, 17 de marzo de 2008",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=18,870,05301,5798c0ec-a22d-4923-a286-4c617b92994a,-70.59215259099994,-32.84424380699994,870
83,73,Hospital CabildoHos,50540201,SSVQ Nro2963 5 diciembre 2000,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=73,350,05402,5798c0ec-a22d-4923-a286-4c617b92994a,-71.06556096599996,-32.425920417999976,350
84,60,San Pedro,50550102,"SSVQ Nro307 28 enero 2004
Resolución Exenta Nº 5415 del 5 de Diciembre de 2006 (EMRP",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=60,137,05501,5798c0ec-a22d-4923-a286-4c617b92994a,-71.27375165799998,-32.937090755999975,137
85,63,La Palma,0,SSVQ Nro307 28 enero 2004,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=63,112,05501,5798c0ec-a22d-4923-a286-4c617b92994a,-71.20866871099997,-32.891907438999965,112
86,62,Manzanar,0,SSVQ Nro0234 15 de febrero de 2008,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=62,105,05501,5798c0ec-a22d-4923-a286-4c617b92994a,-71.37222462699998,-32.91329311099997,105
87,59,Cuerpo de Bomberos Quillota,50550101,SSVQ Nro307 28 enero 2004,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=59,102,05501,5798c0ec-a22d-4923-a286-4c617b92994a,-71.24681734899997,-32.88519468199996,102
88,65,La Calera,50550201,"SSVQ Nro52 31 Enero 2000 SAG Nro0039
SSVQ Nro309 28 Enero 2004",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=65,205,05502,5798c0ec-a22d-4923-a286-4c617b92994a,-71.18954585099993,-32.782252804999985,205
89,67,La Cruz,50550203,"SSVQ Nro52 31 Enero 2000 SAG Nro0039
SSVQ Nro309 28 Enero 2004",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=67,216,05504,5798c0ec-a22d-4923-a286-4c617b92994a,-71.22741158699995,-32.81265134299997,216
90,61,La Crux,0,SSVQ Nro0234 15 de febrero de 2008,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=61,136,05504,5798c0ec-a22d-4923-a286-4c617b92994a,-71.22510679099997,-32.84654516499995,136
91,56,Colmo,50510303,"SSVQ Nro306 28 enero 2004
SSVQ Nro0207 SAG 408 23 julio 2002
SSVQ Nro50 SAG Nro0037 31 enero 2000",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=56,56,05802,5798c0ec-a22d-4923-a286-4c617b92994a,-71.44064639699997,-32.92973897299993,56
92,72,Santa Margarita,50570204,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=72,479,05702,5798c0ec-a22d-4923-a286-4c617b92994a,-70.93823365699996,-32.776637231999985,479
93,71,Romeral,50570203,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=71,456,05702,5798c0ec-a22d-4923-a286-4c617b92994a,-71.00642697899997,-32.82411809799993,456
94,163,Cerrillos,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=163,512,13102,5798c0ec-a22d-4923-a286-4c617b92994a,-70.71932865899998,-33.492884232999984,512
95,165,Cerro Navia,0,Sin información,Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=165,500,13103,5798c0ec-a22d-4923-a286-4c617b92994a,-70.73205509199994,-33.43307040299993,500
96,164,El Bosque,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=164,579,13105,5798c0ec-a22d-4923-a286-4c617b92994a,-70.66616285899994,-33.547016018999955,579
97,159,La Florida,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=159,612,13110,5798c0ec-a22d-4923-a286-4c617b92994a,-70.58816010199996,-33.51666688299997,612
98,160,Las Condes,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=160,807,13114,5798c0ec-a22d-4923-a286-4c617b92994a,-70.52325614699998,-33.376776047999954,807
99,162,Pudahuel,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=162,485,13124,5798c0ec-a22d-4923-a286-4c617b92994a,-70.75014408699997,-33.43778535699994,485
100,166,Puente Alto,0,Sin información,Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=166,676,13201,5798c0ec-a22d-4923-a286-4c617b92994a,-70.59443067699993,-33.59135623999998,676
101,168,Quilicura,0,Sin información,Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=168,490,13125,5798c0ec-a22d-4923-a286-4c617b92994a,-70.74821853999998,-33.36585687799993,490
102,158,Independencia,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=158,587,13127,5798c0ec-a22d-4923-a286-4c617b92994a,-70.65113863199997,-33.42226118999997,587
103,161,Parque O'Higgins,0,"Resolución Nº 121.821 del 28 de diciembre de 2005. Seremi de Salud Región Metropolitana. Clasifica como estaciones de monitoreo de calidad de aire con Representación Poblacional para gases de Monóxido de Carbono (CO), Ozono (O3) y Dióxido de Azufre (SO2)",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=161,541,13101,5798c0ec-a22d-4923-a286-4c617b92994a,-70.66070229199994,-33.464176504999955,541
104,167,Talagante,0,Sin información,Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=167,343,13601,5798c0ec-a22d-4923-a286-4c617b92994a,-70.95299615699997,-33.67381931299997,343
105,86,Rancagua,0,"Resolución EMRP Nº5390  del 07 de octubre de 2004<br />
Resolución EMRPG Nº2359  del 19 de junio de 2006<br />
Resolución EMRPG Nº2356  del 19 de junio de 2006<br />
Resolución EMRPG Nº2358  del 19 de junio de 2006<br />
Resolución EMRPG Nº2357  del",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=86,505,06101,5798c0ec-a22d-4923-a286-4c617b92994a,-70.71414757099996,-34.162244235999935,505
106,39,Codegua,0,"Resolución EMRP Nº 1064, 15 de febrero de 2005<br />
Resolución EMRPG Nº 1064, 10 de marzo de 2005<br />
Resolución EMRPG Nº 1064, 15 de febrero de 2005<br />
Resolución EMRPG Nº 1064, 10 de marzo de 2005<br />
Resolución EMRPG Nº 1064, 10 de marzo d",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=39,555,06102,5798c0ec-a22d-4923-a286-4c617b92994a,-70.66038843199993,-34.031907107999984,555
107,180,Sewell,0,"DS 185/1991 Ministerio de Minería. Dispone instalación de red permanente de monitoreo de calidad del aire en la zona circundante a la fundición
Resolución Fundada N°3081 Servicio de Salud Región de O?Higgins y
Resolución N°381 del Servicio Agrícola y G",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=180,2441,06108,5798c0ec-a22d-4923-a286-4c617b92994a,-70.38192172899994,-34.08423853599993,2441
108,177,Cipreses,0,DS 81/1998 MINSEGPRES Establece Plan de Descontaminación Atmosférica para el Área Circundante a la Fundición Caletones de la División El Teniente de Codelco Chile,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=177,1085,06108,5798c0ec-a22d-4923-a286-4c617b92994a,-70.46332431099995,-34.261961052999936,1085
109,176,Coya Población,0,"DS 81/1998 MINSEGPRES Establece Plan de Descontaminación para el Área Circundante a la Fundición Caletones de la División El Teniente de Codelco Chile
PM10:  Resolución EMRP  N°1449 del 16 de abril de 2003
SO2:    Resolución EMRPG  N°3372 del 20 de ago",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=176,936,06108,5798c0ec-a22d-4923-a286-4c617b92994a,-70.52991937999997,-34.203589776999934,936
110,179,Coya Club,0,"DS 185/1991 Ministerio de Minería. Dispone instalación de red permanente de monitoreo de calidad del aire en la zona circundante a la fundición.
Res. Nº 381 del SAG.
Res. Nº 3081 de la Seremi de Salud.
DS 81/1998 del MINSEGRES, que establece el Plan d",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=179,963,06108,5798c0ec-a22d-4923-a286-4c617b92994a,-70.54185171099994,-34.201465534999954,963
111,181,Curanilahue,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=181,215,08205,5798c0ec-a22d-4923-a286-4c617b92994a,-73.33203817099997,-37.485615924999934,215
112,178,Cauquenes,0,DS 81/1998 MINSEGPRES Establece Plan de Descontaminación Atmosférica para el Área Circundante a la Fundición Caletones de la División El Teniente de Codelco Chile,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=178,930,06108,5798c0ec-a22d-4923-a286-4c617b92994a,-70.55282740799998,-34.24128302199995,930
113,42,Casas de Peuco,0,"Resolución EMRP Nº1066  del 15 de febrero de 2005<br />
Resolución EMRPG Nº1603  del 10 de marzo de 2005<br />
Resolución EMRPG Nº1061  del 15 de febrero de 2005<br />
Resolución EMRPG Nº1604 del 10 de marzo de 2005<br />
Resolución EMRPG Nº1602  del",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=42,627,06110,5798c0ec-a22d-4923-a286-4c617b92994a,-70.63903091199995,-33.954183015999945,627
114,40,San Francisco de Mostazal,0,"Resolución EMRP Nº 1064, 15 de febrero de 2005<br />
Resolución EMRPG Nº 1064, 10 de marzo de 2005<br />
Resolución EMRPG Nº 1064, 15 de febrero de 2005<br />
Resolución EMRPG Nº 1064, 10 de marzo de 2005<br />
Resolución EMRPG Nº 1064, 10 de marzo d",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=40,498,06110,5798c0ec-a22d-4923-a286-4c617b92994a,-70.70430041199995,-33.980601288999935,498
115,156,Rengo,0,"PM10:Resolución EMRP Nº2535  del 03 de octubre de 2007
O3     :Resolución EMRPG Nº2534  del 03 de octubre de 2007",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=156,319,06115,5798c0ec-a22d-4923-a286-4c617b92994a,-70.85305830299995,-34.39430955599994,319
116,212,Totihue,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=212,388,06116,5798c0ec-a22d-4923-a286-4c617b92994a,-70.79327636199997,-34.328431439999974,388
117,10,San Fernando,0,"Res N°2534 EMRP y Res N°2535 EMRPG por O3, 3  de octubre de 2007",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=10,311,06301,5798c0ec-a22d-4923-a286-4c617b92994a,-70.98965785499996,-34.579791676999946,311
118,173,La Florida,0,Res. Nº 205 del 21 de Marzo de 2005. Seremi de Salud VII Región.,Diagnóstico,http://sinca.conama.cl/index.php/estaciones/index?id=173,99,07101,5798c0ec-a22d-4923-a286-4c617b92994a,-71.67857339299997,-35.435312403999944,99
119,175,UTAL,0,Sin información,Diagnóstico,http://sinca.conama.cl/index.php/estaciones/index?id=175,105,07101,5798c0ec-a22d-4923-a286-4c617b92994a,-71.63329010699994,-35.40635675599998,105
120,171,Universidad de Los Lagos,0,Sin información,Diagnóstico,http://sinca.conama.cl/index.php/estaciones/index?id=171,224,07301,5798c0ec-a22d-4923-a286-4c617b92994a,-71.23034610899998,-34.97557788599994,224
121,172,El Boldo,0,Sin información,Diagnóstico,http://sinca.conama.cl/index.php/estaciones/index?id=172,224,07301,5798c0ec-a22d-4923-a286-4c617b92994a,-71.23025862199995,-34.97235208099994,224
122,170,"Teno, CEMENTOS BIO BIO",0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=170,265,07308,5798c0ec-a22d-4923-a286-4c617b92994a,-71.16393765799995,-34.867956068999945,265
123,169,"Teno, ENLASA",0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=169,305,07308,5798c0ec-a22d-4923-a286-4c617b92994a,-71.13095020699996,-34.861714192999955,305
124,117,Kingstone College,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=117,18,08101,5798c0ec-a22d-4923-a286-4c617b92994a,-73.05180396299994,-36.78465453499996,18
125,113,Coronel Sur,0,"Resolución nº 2769 de 06 de Mayo de 2008 (EMRPG NO2, NO y O3)",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=113,17,08102,5798c0ec-a22d-4923-a286-4c617b92994a,-73.13863514499997,-37.03180018599994,17
126,112,Coronel Norte,0,"Resolución nº 2769 de 06 de Mayo de 2008 (EMRPG MP10, CO,SO2, NO2 y O3)",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=112,11,08102,5798c0ec-a22d-4923-a286-4c617b92994a,-73.14799483699994,-37.00885514599997,11
127,123,Coronel,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=123,17,08102,5798c0ec-a22d-4923-a286-4c617b92994a,-73.14943875799997,-37.021144506999974,17
128,135,Santista,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=135,73,08103,5798c0ec-a22d-4923-a286-4c617b92994a,-73.03403079999998,-36.91516993899995,73
129,116,MASISA Mapal,0,Resolución Exenta Nº 5415 del 5 de Diciembre de 2006 (EMRP,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=116,-4,08108,5798c0ec-a22d-4923-a286-4c617b92994a,-73.14120397999994,-36.86708856799993,-4
130,104,Libertad,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=104,40,08110,5798c0ec-a22d-4923-a286-4c617b92994a,-73.11135493799998,-36.71741861999993,40
131,103,San Vicente II (Consultorio),0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=103,40,08110,5798c0ec-a22d-4923-a286-4c617b92994a,-73.11351620599999,-36.714308062999976,40
132,131,Polivalente,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=131,72,08111,5798c0ec-a22d-4923-a286-4c617b92994a,-72.95837433999998,-36.601785631999974,72
133,126,ENAP Price,0,"Resolución nº 0193 de 19 de Enero de 2009 (EMRPG MP10, NOx, CO, SO2 y O3)",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=126,14,08112,5798c0ec-a22d-4923-a286-4c617b92994a,-73.11910926099995,-36.79136253499996,14
134,106,Bocatoma,0,Resolución nº 1281 de 03 de Septiembre de 2004 (EMRPG MP10 y SO2),Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=106,11,08112,5798c0ec-a22d-4923-a286-4c617b92994a,-73.12037990199997,-36.803109003999964,11
135,182,Carampangue,0,RES. 8A/458,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=182,7,08202,5798c0ec-a22d-4923-a286-4c617b92994a,-73.24549264799998,-37.26027831299996,7
136,183,Laraquete,0,"RES. 8A/458 de 24 Abril de 2009 EMRP PM10, SO2, NO2 y O3",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=183,1,08202,5798c0ec-a22d-4923-a286-4c617b92994a,-73.19517161999994,-37.18445340599993,1
137,155,"Colicheu, Cabrero",0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=155,143,08303,5798c0ec-a22d-4923-a286-4c617b92994a,-72.27741117099998,-37.02379970299995,143
138,184,El Progreso,0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=184,155,08303,5798c0ec-a22d-4923-a286-4c617b92994a,-72.28937166399999,-37.06828447799995,155
139,111,"Charrúa, Los Pinos",0,Sin información,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=111,161,08303,5798c0ec-a22d-4923-a286-4c617b92994a,-72.32343808199994,-37.09759835899996,161
140,133,Quinel,0,Resolución Exenta Nº 1375/2007,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=133,133,08303,5798c0ec-a22d-4923-a286-4c617b92994a,-72.40769084399994,-37.02921552999993,133
141,109,SAPU,0,Resolución Exenta Nº 1375/2007,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=109,133,08303,5798c0ec-a22d-4923-a286-4c617b92994a,-72.39744040799997,-37.03841735299994,133
142,134,Entre Ríos,0,"Resolucion Exenta 05625 de 19 Dic. 2008 EMRP TRS
",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=134,72,08306,5798c0ec-a22d-4923-a286-4c617b92994a,-72.65735819899999,-37.50085322999996,72
143,215,Poblacion Lautaro,0,"Resolucion Exenta 05625 de 19 Dic. 2008 EMRP TRS
",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=215,56,08306,5798c0ec-a22d-4923-a286-4c617b92994a,-72.65249920099996,-37.507560540999975,56
144,216,Cerro Cayumanqui,0,"Resolución Exenta Nº 7039 del 23 de noviembre de 2005, modificada mediante      Resolución Exenta Nº 4502 del 03 de octubre de 2006",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=216,136,08413,5798c0ec-a22d-4923-a286-4c617b92994a,-72.46529681499999,-36.68403369299995,136
145,132,Quillón,0,"Resolución Exenta Nº 7039 del 23 de noviembre de 2005, modificada mediante      Resolución Exenta Nº 4502 del 03 de octubre de 2006",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=132,68,08413,5798c0ec-a22d-4923-a286-4c617b92994a,-72.47716460199996,-36.74404678199994,68
146,146,Nueva Aldea,0,"Resolución Exenta Nº 7039 del 23 de noviembre de 2005, modificada mediante      Resolución Exenta Nº 4502 del 03 de octubre de 2006",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=146,39,08415,5798c0ec-a22d-4923-a286-4c617b92994a,-72.45715643999995,-36.65395699599998,39
147,87,Las Encinas Temuco,90910102,"Res Nº 1480 EMRP, 2 de mayo de 2005",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=87,104,09101,5798c0ec-a22d-4923-a286-4c617b92994a,-72.62106930199997,-38.74884224799996,104
148,19,Padre Las Casas,90911301,"Res Nº 2046 EMRP, 17 de agosto de 2004",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=19,94,09112,5798c0ec-a22d-4923-a286-4c617b92994a,-72.59508482099994,-38.77266945499997,94
149,88,Valdivia,0,"Res Nº 288  EMRP, 17 de julio del 2008",Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=88,-2,14101,5798c0ec-a22d-4923-a286-4c617b92994a,-73.22848449899993,-39.83124777599994,-2
150,209,Antilhue,0,"Resolución nº 4566 de 25 de Octubre de 2004 (EMRPG NO2, NO y O3)",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=209,35,14101,5798c0ec-a22d-4923-a286-4c617b92994a,-73.19717419499995,-39.80417894999994,35
151,208,Vivero Los Castaños,0,Resolución Exenta N° 2135 del 27 de Noviembre de 2008 de la Autoridad sanitaria,Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=208,7,14101,5798c0ec-a22d-4923-a286-4c617b92994a,-73.12872871499997,-39.71954285299995,7
152,1,Osorno,0,"Res. Nº 1346  EMRP, 17 de diciembre de 2008",Sin información,http://sinca.conama.cl/index.php/estaciones/index?id=1,53,10301,5798c0ec-a22d-4923-a286-4c617b92994a,-73.11916421399997,-40.58440728399995,53
153,83,Coyhaique,0,Resolución de la Seremi de salud RES N° 507  que la declara como EMRP del 1 de agosto del  2007,Vigilancia,http://sinca.conama.cl/index.php/estaciones/index?id=83,271,11101,5798c0ec-a22d-4923-a286-4c617b92994a,-72.06087691899995,-45.579498946999934,271
